,AccountNo,BetDate,ClassId,CategoryId,Source,BetCount,Bet_Amt,Win_Amt,Product,AccountNo_[0],Bet_Amt_[0],Vegas,Sportsbook,Games,Casino,Poker,Bingo,#N/A,Adjustments,CustId,CurrencyCode,DailyDepositLimit,StakeScale,SourceProd,AccountLocation,Title,FirstName,LastName,CreateDate,CountryCode,Language,Status,DateOfBirth,Contact,CustomerGroup,CLASSID,CATEGORYID,product,sub_product,description,bet_or_play
175,01148BP   ,01/10/2012,2,9,N,4,1275.0,550.0,Sportsbook,01148BP   ,1250.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
176,01148BP   ,26/11/2012,22512_XFER,22512,I,25,1270.0,1200.0,Vegas,00C017    ,1230.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
177,01152SJ   ,14/10/2012,22527_PRCH,22527,I,2,1261.1322,0.0,Poker,01196ZZ   ,1225.6,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
178,01148BP   ,05/10/2012,2,9,I,9,1250.0,650.0,Sportsbook,01148BP   ,1225.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
179,00C017    ,21/12/2012,22527_PRCH,22527,I,5,1230.0,0.0,Poker,00J381    ,1200.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
180,01196ZZ   ,23/10/2012,22512_XFER,22512,I,613,1225.6,901.1,Vegas,01148BP   ,1200.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
181,01148BP   ,27/10/2012,2,9,M,3,1225.0,0.0,Sportsbook,01196ZZ   ,1200.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
182,00J381    ,06/12/2012,2,9,M,7,1200.0,500.0,Sportsbook,01284UW   ,1200.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
183,01148BP   ,24/11/2012,2,9,I,4,1200.0,0.0,Sportsbook,01152SJ   ,1181.1464,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
184,01196ZZ   ,17/10/2012,3,8,I,10,1200.0,1425.0,Sportsbook,00497XG   ,1180.12,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,3,8,Sportsbook,Greyhounds,Greyhounds - Live,1
185,01196ZZ   ,16/11/2012,2,9,I,3,1200.0,0.0,Sportsbook,00J381    ,1165.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
186,01284UW   ,11/10/2012,46,5,I,1,1200.0,0.0,Sportsbook,01148BP   ,1150.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
187,01152SJ   ,07/12/2012,22528_PRCH,22528,I,1,1181.1464,0.0,Casino,00357DG   ,1134.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
188,00497XG   ,31/12/2012,638,0,I,817,1180.12,590.33,Games,01148BP   ,1132.42,,,,,,,,,4188499,GBP,0,1.0,SB,GIB,Mr,Elvis,Presley,01/11/2011,US,en,A,18/10/1948,Y,Bronze,638,0,Games,Games tbc,Games tbc,1
189,00J381    ,03/10/2012,2,9,M,9,1165.0,1725.0,Sportsbook,00497XG   ,1130.8,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
190,01148BP   ,23/11/2012,2,9,M,4,1150.0,1000.0,Sportsbook,01196ZZ   ,1130.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
191,00357DG   ,15/11/2012,635,0,I,204,1134.0,918.5,Games,01148BP   ,1125.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,635,0,Games,Games tbc,Games tbc,1
192,01148BP   ,25/10/2012,2,9,N,3,1132.42,0.0,Sportsbook,01284UW   ,1125.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
193,00497XG   ,31/12/2012,601,0,I,256,1130.8,912.28,Games,01152SJ   ,1121.0344,,,,,,,,,4188499,GBP,0,1.0,SB,GIB,Mr,Elvis,Presley,01/11/2011,US,en,A,18/10/1948,Y,Bronze,601,0,Games,Games tbc,Games tbc,1
194,01196ZZ   ,23/10/2012,3,8,I,5,1130.0,1350.0,Sportsbook,01152SJ   ,1119.2637,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,3,8,Sportsbook,Greyhounds,Greyhounds - Live,1
195,01148BP   ,08/09/2012,2,9,I,7,1125.0,525.0,Sportsbook,00357DG   ,1114.75,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
196,01284UW   ,04/11/2012,46,5,I,41,1125.0,996.0,Sportsbook,01152SJ   ,1105.4211,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
197,01152SJ   ,04/12/2012,22527_PRCH,22527,I,13,1121.0344,0.0,Poker,01152SJ   ,1060.9748,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
198,01152SJ   ,04/11/2012,22527_PRCH,22527,I,9,1119.2637,0.0,Poker,01152SJ   ,1060.8424,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
199,00357DG   ,13/11/2012,613,0,I,182,1114.75,649.15,Games,01196ZZ   ,1050.0,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,613,0,Games,Games tbc,Games tbc,1
200,01152SJ   ,04/12/2012,22528_PRCH,22528,I,5,1105.4211,0.0,Casino,01196ZZ   ,1047.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
201,01152SJ   ,13/10/2012,22528_PRCH,22528,I,1,1060.9748,0.0,Casino,01284UW   ,1030.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
202,01152SJ   ,05/11/2012,22528_PRCH,22528,I,1,1060.8424,0.0,Casino,01284UW   ,1025.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
203,01196ZZ   ,20/10/2012,2,9,I,7,1050.0,0.0,Sportsbook,01152SJ   ,1024.3583,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
204,01196ZZ   ,15/10/2012,3,8,I,6,1047.0,700.0,Sportsbook,00J381    ,1015.78,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,3,8,Sportsbook,Greyhounds,Greyhounds - Live,1
205,01284UW   ,22/10/2012,46,5,I,3,1030.0,0.0,Sportsbook,01152SJ   ,1013.6139,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
206,01284UW   ,23/10/2012,275,5,I,6,1025.0,0.0,Sportsbook,01148BP   ,1006.25,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,275,5,Sportsbook,Football,UEFA Club Competitions,1
207,01152SJ   ,18/10/2012,22527_PRCH,22527,I,3,1024.3583,0.0,Poker,01152SJ   ,1002.2551,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
208,00J381    ,30/09/2012,2,9,M,6,1015.78,3547.1,Sportsbook,01148BP   ,1000.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
209,01152SJ   ,26/12/2012,22528_PRCH,22528,I,2,1013.6139,0.0,Casino,01196ZZ   ,1000.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
210,01148BP   ,12/10/2012,2,9,I,5,1006.25,506.25,Sportsbook,01284UW   ,1000.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
211,01152SJ   ,09/09/2012,22527_PRCH,22527,I,1,1002.2551,0.0,Poker,01196ZZ   ,977.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
212,01148BP   ,28/09/2012,2,9,M,2,1000.0,0.0,Sportsbook,00C017    ,950.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
213,01148BP   ,27/11/2012,2,9,I,3,1000.0,0.0,Sportsbook,01196ZZ   ,950.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
214,01148BP   ,12/12/2012,2,9,N,1,1000.0,0.0,Sportsbook,01152SJ   ,933.8098,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
215,01148BP   ,26/12/2012,2,9,N,2,1000.0,0.0,Sportsbook,01148BP   ,912.5,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
216,01196ZZ   ,23/09/2012,3,8,I,6,1000.0,2850.0,Sportsbook,00357DG   ,907.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,3,8,Sportsbook,Greyhounds,Greyhounds - Live,1
217,01284UW   ,19/10/2012,46,5,I,2,1000.0,0.0,Sportsbook,00C017    ,900.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
218,01196ZZ   ,27/10/2012,2,9,I,19,977.0,563.0,Sportsbook,00J381    ,900.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
219,00C017    ,29/12/2012,22527_PRCH,22527,I,4,950.0,0.0,Poker,01148BP   ,900.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
220,01196ZZ   ,06/12/2012,22512_XFER,22512,I,12,950.0,1440.0,Vegas,01152SJ   ,870.0242,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
221,01152SJ   ,14/09/2012,22528_PRCH,22528,I,10,933.8098,0.0,Casino,00C017    ,870.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
222,01148BP   ,30/10/2012,2,9,I,4,912.5,3143.75,Sportsbook,00J381    ,863.13,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
223,00357DG   ,20/11/2012,635,0,I,178,907.0,681.8,Games,01152SJ   ,859.7509,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,635,0,Games,Games tbc,Games tbc,1
224,00C017    ,30/11/2012,22527_PRCH,22527,I,7,900.0,0.0,Poker,00J381    ,856.25,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
225,00J381    ,16/09/2012,2,9,M,4,900.0,900.0,Sportsbook,00C017    ,855.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
226,01148BP   ,18/10/2012,2,9,N,3,900.0,1050.0,Sportsbook,01284UW   ,840.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
227,01148BP   ,21/10/2012,2,9,M,2,900.0,0.0,Sportsbook,01148BP   ,837.5,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
228,01148BP   ,04/12/2012,2,9,M,3,900.0,750.0,Sportsbook,01148BP   ,825.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
229,01152SJ   ,07/12/2012,22527_PRCH,22527,I,1,870.0242,0.0,Poker,01152SJ   ,824.8574,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
230,00C017    ,25/11/2012,22527_PRCH,22527,I,2,870.0,0.0,Poker,01148BP   ,818.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
231,00J381    ,28/09/2012,2,9,M,6,863.13,0.0,Sportsbook,01196ZZ   ,814.8,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
232,01152SJ   ,26/09/2012,22528_PRCH,22528,I,3,859.7509,0.0,Casino,01284UW   ,810.0,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
233,00J381    ,28/12/2012,323,9,M,3,856.25,0.0,Sportsbook,01152SJ   ,806.0617,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
234,00C017    ,28/11/2012,22527_PRCH,22527,I,3,855.0,0.0,Poker,00C017    ,800.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
235,01284UW   ,22/12/2012,1,5,I,53,840.0,376.79,Sportsbook,00J381    ,800.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,1,5,Sportsbook,Football,UK Football,1
236,01148BP   ,14/11/2012,2,9,I,4,837.5,0.0,Sportsbook,01148BP   ,800.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
237,01148BP   ,28/09/2012,2,9,N,2,825.0,1312.5,Sportsbook,00357DG   ,785.5,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
238,01152SJ   ,30/12/2012,22527_PRCH,22527,I,2,824.8574,0.0,Poker,01284UW   ,784.5,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
239,01148BP   ,14/09/2012,2,9,M,2,818.0,0.0,Sportsbook,00J381    ,780.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
240,01196ZZ   ,24/09/2012,22512_XFER,22512,I,408,814.8,689.0,Vegas,01196ZZ   ,775.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,22512_XFER,22512,Vegas,Vegas,Vegas Transfers,1
241,01284UW   ,31/10/2012,36,5,I,5,810.0,0.0,Sportsbook,01152SJ   ,770.9384,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,36,5,Sportsbook,Football,International Football,1
242,01152SJ   ,27/12/2012,22527_PRCH,22527,I,1,806.0617,0.0,Poker,01152SJ   ,756.3808,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
243,00C017    ,24/11/2012,22527_PRCH,22527,I,3,800.0,0.0,Poker,00J381    ,751.65,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
244,00C017    ,15/12/2012,22527_PRCH,22527,I,3,800.0,0.0,Poker,01148BP   ,750.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
245,00J381    ,09/09/2012,2,9,N,4,800.0,1127.38,Sportsbook,01284UW   ,750.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
246,01148BP   ,24/11/2012,2,9,N,2,800.0,0.0,Sportsbook,01284UW   ,731.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
247,01148BP   ,30/11/2012,2,9,M,2,800.0,1150.0,Sportsbook,00J381    ,730.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
248,00357DG   ,14/11/2012,635,0,I,131,785.5,575.95,Games,00C017    ,724.8,,,,,,,,,3531845,GBP,0,1.0,GM,GIB,Mr,Bon,Scott,02/04/2011,AU,en,A,22/10/1975,N,Silver,635,0,Games,Games tbc,Games tbc,1
249,01284UW   ,02/12/2012,46,5,I,23,784.5,635.85,Sportsbook,00C017    ,700.0,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,46,5,Sportsbook,Football,European Major Leagues,1
250,00J381    ,27/12/2012,323,9,M,3,780.0,1056.25,Sportsbook,00J381    ,700.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
251,01196ZZ   ,29/09/2012,3,8,I,7,775.0,0.0,Sportsbook,01148BP   ,700.0,,,,,,,,,3042166,EUR,0,8.0,SB,GIB,Mr,Keith,Moon,11/01/2011,UK ,en,A,26/07/1970,Y,Gold,3,8,Sportsbook,Greyhounds,Greyhounds - Live,1
252,01152SJ   ,26/09/2012,22527_PRCH,22527,I,15,770.9384,0.0,Poker,01152SJ   ,698.979,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
253,01152SJ   ,06/12/2012,22528_PRCH,22528,I,1,756.3808,0.0,Casino,01148BP   ,690.63,,,,,,,,,1965214,USD,0,1.0,PO,GIB,Mr,Sidney,Vicious,18/12/2009,UK ,en,A,12/08/1976,N,Bronze,22528_PRCH,22528,Casino,Casino Playtech CashIn,Casino Playtech,1
254,00J381    ,15/09/2012,323,9,M,3,751.65,748.87,Sportsbook,00C017    ,680.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
255,01148BP   ,21/09/2012,2,9,N,2,750.0,0.0,Sportsbook,01284UW   ,676.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
256,01148BP   ,15/12/2012,2,9,I,2,750.0,0.0,Sportsbook,01284UW   ,675.0,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
257,01148BP   ,20/12/2012,2,9,I,3,750.0,0.0,Sportsbook,01152SJ   ,671.3076,,,,,,,,,1569944,GBP,0,8.0,XX,GIB,Miss,Janice,Joplin,09/04/2009,US,en,A,22/08/1954,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
258,01284UW   ,02/12/2012,273,3,I,6,750.0,925.0,Sportsbook,00J381    ,664.38,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,273,3,Sportsbook,Basketball,European Basketball,1
259,01284UW   ,23/12/2012,1,5,I,21,731.0,685.33,Sportsbook,01152SJ   ,662.2825,,,,,,,,,5694730,GBP,0,1.0,SB,GIB,Mr,James,Hendrix,10/10/2012,US,en,A,05/04/1976,N,Bronze,1,5,Sportsbook,Football,UK Football,1
260,00J381    ,09/11/2012,323,9,M,5,730.0,813.75,Sportsbook,01152SJ   ,656.291,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,323,9,Sportsbook,Horse Racing,Horse Racing - Specials,1
261,00C017    ,10/09/2012,22508_STKE,22508,I,131,724.8,0.0,Bingo,00J381    ,656.24,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22508_STKE,22508,Bingo,Bingo VF,Bingo VF Stakes,1
262,00C017    ,01/12/2012,22527_PRCH,22527,I,2,700.0,0.0,Poker,00357DG   ,656.0,,,,,,,,,889782,GBP,1500,0.41,XX,GIB,Mr,Bob,Marley,16/01/2008,UK ,en,A,18/04/1964,Y,Silver,22527_PRCH,22527,Poker,Poker Playtech CashIn,Poker Playtech,1
263,00J381    ,17/09/2012,2,9,M,4,700.0,900.0,Sportsbook,00C017    ,656.0,,,,,,,,,1191874,GBP,500,8.0,XX,GIB,Mr,Jim,Morrison,19/09/2008,US,en,A,27/07/1967,Y,Gold,2,9,Sportsbook,Horse Racing,Horse Racing - Live,1
